symbol,name,cryptocurrency,currency,summary,exchange,market
SONO1-CAD,SonoCoin CAD,SONO1,CAD,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-CNY,SonoCoin CNY,SONO1,CNY,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-ETH,SonoCoin ETH,SONO1,ETH,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-EUR,SonoCoin EUR,SONO1,EUR,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-GBP,SonoCoin GBP,SONO1,GBP,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-INR,SonoCoin INR,SONO1,INR,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-JPY,SonoCoin JPY,SONO1,JPY,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-KRW,SonoCoin KRW,SONO1,KRW,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-RUB,SonoCoin RUB,SONO1,RUB,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SONO1-USD,SonoCoin USD,SONO1,USD,"SonoCoin (SONO) is a cryptocurrency launched in 2017. SonoCoin has a current supply of 102,638,296.912408 with 28,250,406.685166 in circulation. The last known price of SonoCoin is 0.10163367 USD and is up 0.09 over the last 24 hours. It is currently trading on 4 active market(s) with $159,989.60 traded over the last 24 hours. More information can be found at https://sonocoin.io.",CCC,ccc_market
SPHR-ETH,Sphere ETH,SPHR,ETH,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SPHR-EUR,Sphere EUR,SPHR,EUR,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SPHR-GBP,Sphere GBP,SPHR,GBP,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SPHR-INR,Sphere INR,SPHR,INR,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SPHR-JPY,Sphere JPY,SPHR,JPY,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SPHR-KRW,Sphere KRW,SPHR,KRW,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SPHR-RUB,Sphere RUB,SPHR,RUB,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SPHR-USD,Sphere USD,SPHR,USD,"Sphere (SPHR) is a cryptocurrency . Sphere has a current supply of 12,484,343.997319 with 0 in circulation. The last known price of Sphere is 0.44307535 USD and is down -0.01 over the last 24 hours. It is currently trading on 1 active market(s) with $2,999.51 traded over the last 24 hours. More information can be found at https://sphrpay.io/.",CCC,ccc_market
SRK-CAD,Sparkpoint CAD,SRK,CAD,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-CNY,Sparkpoint CNY,SRK,CNY,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-ETH,Sparkpoint ETH,SRK,ETH,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-EUR,Sparkpoint EUR,SRK,EUR,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-GBP,Sparkpoint GBP,SRK,GBP,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-INR,Sparkpoint INR,SRK,INR,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-JPY,Sparkpoint JPY,SRK,JPY,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-KRW,Sparkpoint KRW,SRK,KRW,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-RUB,Sparkpoint RUB,SRK,RUB,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRK-USD,Sparkpoint USD,SRK,USD,"SparkPoint (SRK) is a cryptocurrency and operates on the Ethereum platform. SparkPoint has a current supply of 13,838,891,241 with 7,998,695,639.99984 in circulation. The last known price of SparkPoint is 0.01525503 USD and is up 1.76 over the last 24 hours. It is currently trading on 16 active market(s) with $6,780,825.96 traded over the last 24 hours. More information can be found at https://sparkpoint.io.",CCC,ccc_market
SRM-CNY,Serum CNY,SRM,CNY,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-ETH,Serum ETH,SRM,ETH,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-EUR,Serum EUR,SRM,EUR,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-GBP,Serum GBP,SRM,GBP,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-INR,Serum INR,SRM,INR,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-JPY,Serum JPY,SRM,JPY,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-KRW,Serum KRW,SRM,KRW,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-RUB,Serum RUB,SRM,RUB,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 11.09089939 USD and is down -6.05 over the last 24 hours. It is currently trading on 72 active market(s) with $1,017,979,105.80 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
SRM-USD,Serum USD,SRM,USD,"Serum (SRM) is a cryptocurrency . Serum has a current supply of 161,000,001 with 50,000,000 in circulation. The last known price of Serum is 10.36810058 USD and is down -2.29 over the last 24 hours. It is currently trading on 72 active market(s) with $156,120,186.01 traded over the last 24 hours. More information can be found at https://projectserum.com/.",CCC,ccc_market
STEEM-AUD,Steem AUD,STEEM,AUD,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-BTC,Steem BTC,STEEM,BTC,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-CNY,Steem CNY,STEEM,CNY,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 388,879,839.974 with 371,905,745.974 in circulation. The last known price of Steem is 1.18060262 USD and is down -3.68 over the last 24 hours. It is currently trading on 33 active market(s) with $16,835,948.33 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-ETH,Steem ETH,STEEM,ETH,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-EUR,Steem EUR,STEEM,EUR,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-GBP,Steem GBP,STEEM,GBP,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-INR,Steem INR,STEEM,INR,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-JPY,Steem JPY,STEEM,JPY,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-KRW,Steem KRW,STEEM,KRW,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STEEM-USD,Steem USD,STEEM,USD,"Steem (STEEM) is a cryptocurrency . Steem has a current supply of 390,297,426.601 with 373,323,332.601 in circulation. The last known price of Steem is 0.86769273 USD and is down -0.72 over the last 24 hours. It is currently trading on 33 active market(s) with $10,515,962.46 traded over the last 24 hours. More information can be found at https://steem.com/.",CCC,ccc_market
STORJ-AUD,Storj AUD,STORJ,AUD,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-CAD,Storj CAD,STORJ,CAD,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-CNY,Storj CNY,STORJ,CNY,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-ETH,Storj ETH,STORJ,ETH,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-EUR,Storj EUR,STORJ,EUR,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-GBP,Storj GBP,STORJ,GBP,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-INR,Storj INR,STORJ,INR,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-JPY,Storj JPY,STORJ,JPY,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-KRW,Storj KRW,STORJ,KRW,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STORJ-USD,Storj USD,STORJ,USD,"Storj (STORJ) is a cryptocurrency and operates on the Ethereum platform. Storj has a current supply of 424,999,998.00001335 with 287,149,025.00769734 in circulation. The last known price of Storj is 1.94588651 USD and is down -1.05 over the last 24 hours. It is currently trading on 73 active market(s) with $86,161,359.44 traded over the last 24 hours. More information can be found at https://storj.io/.",CCC,ccc_market
STRAX-CAD,Stratis CAD,STRAX,CAD,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-CNY,Stratis CNY,STRAX,CNY,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-ETH,Stratis ETH,STRAX,ETH,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-EUR,Stratis EUR,STRAX,EUR,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-GBP,Stratis GBP,STRAX,GBP,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-INR,Stratis INR,STRAX,INR,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-JPY,Stratis JPY,STRAX,JPY,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-KRW,Stratis KRW,STRAX,KRW,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-RUB,Stratis RUB,STRAX,RUB,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 131,069,942. The last known price of Stratis is 3.4276979 USD and is up 10.10 over the last 24 hours. It is currently trading on 22 active market(s) with $28,885,523.25 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STRAX-USD,Stratis USD,STRAX,USD,"Stratis (STRAX) is a cryptocurrency launched in 2020. Stratis has a current supply of 130,919,102. The last known price of Stratis is 3.00429502 USD and is up 13.21 over the last 24 hours. It is currently trading on 22 active market(s) with $75,442,074.96 traded over the last 24 hours. More information can be found at http://stratisplatform.com/.",CCC,ccc_market
STX1-CAD,Stacks CAD,STX1,CAD,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,900,782.857031 in circulation. The last known price of Stacks is 1.95386749 USD and is down -2.04 over the last 24 hours. It is currently trading on 22 active market(s) with $25,559,605.63 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-CNY,Stacks CNY,STX1,CNY,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-ETH,Stacks ETH,STX1,ETH,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-EUR,Stacks EUR,STX1,EUR,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-GBP,Stacks GBP,STX1,GBP,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-INR,Stacks INR,STX1,INR,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-JPY,Stacks JPY,STX1,JPY,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-KRW,Stacks KRW,STX1,KRW,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-RUB,Stacks RUB,STX1,RUB,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,168,782.857031 in circulation. The last known price of Stacks is 2.0663381 USD and is down -5.01 over the last 24 hours. It is currently trading on 22 active market(s) with $42,637,984.47 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
STX1-USD,Stacks USD,STX1,USD,"Stacks (STX) is a cryptocurrency . Stacks has a current supply of 1,352,464,600 with 1,118,900,782.857031 in circulation. The last known price of Stacks is 1.95386749 USD and is down -2.04 over the last 24 hours. It is currently trading on 22 active market(s) with $25,559,605.63 traded over the last 24 hours. More information can be found at https://stacks.co.",CCC,ccc_market
