symbol,name,summary,currency,sector,industry_group,industry,exchange,mic,market,country,state,city,zipcode,website,market_cap,isin,cusip,figi,composite_figi,shareclass_figi,delisted
VOLCAR-B.ST,Volvo Car AB,,,Consumer Discretionary,Automobiles & Components,Automobiles,,,,Sweden,,,,,,,,,,,False
VSURE.ST,Verisure PLC,,,Industrials,Commercial & Professional Services,Commercial Services & Supplies,,,,Sweden,,,,,,,,,,,False
W92.F,Guzman y Gomez Ltd,,,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",,,,Australia,,,,,,,,,,,False
WEGYF,Westbridge Renewable Energy,,,,,,,,,Canada,BC,,,,,,,,,,False
WMGI,,,,,,,,,,,,,,,,,,,,,False
WPX,,,,,,,,,,,,,,,,,,,,,False
WRTC,,,,,,,,,,,,,,,,,,,,,False
WSG,,,,,,,,,,United Kingdom,,,,,,,,,,,False
WWTIF,Water Ways Technologies,,,Industrials,Capital Goods,Machinery,,,,Canada,ON,,,,,,,,,,False
XCFT,xCraft Enterprises,,,,,,,,,United States,ID,,,,,,,,,,False
XTB.WA,XTB SA,,,Financials,Diversified Financials,Capital Markets,,,,Poland,,,,,,,,,,,False
YTENQ,Yield10 Bioscience,,,,,,,,,United States,MA,,,,,,,,,,False
Z8M.F,Aktor SA Holding Company Technical And Energy Projects,,,,,Construction & Engineering,,,,Greece,,,,,,,,,,,False
ZAB.WA,Zabka Group SA,,,Consumer Staples,Food & Staples Retailing,Food & Staples Retailing,,,,Poland,,,,,,,,,,,False
ZAP.WA,Grupa Azoty S.A.,,,,,,,,,Poland,,,,,,,,,,,False
ZEVY,Lightning eMotors,,,,,,,,,United States,CO,,,,,,,,,,False
ZIG.L,Zigup PLC,,,Industrials,Transportation,Road & Rail,,,,United Kingdom,,,,,,,,,,,False
